Title,Date of Posting,Company Name,Company Website,Location,Job Link,Skills Required Keywords,Education
Quantitative Researcher,1 day ago,"Shanghai Yanfu Investments Co., Ltd.",https://cn.linkedin.com/company/%E4%B8%8A%E6%B5%B7%E8%A1%8D%E5%A4%8D%E6%8A%95%E8%B5%84%E7%AE%A1%E7%90%86%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, United States Actively Hiring 7 hours ago",https://www.linkedin.com/jobs/view/quantitative-researcher-at-shanghai-yanfu-investments-co-ltd-3694539606?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=pveVseiNi38efWcJwqdN5Q%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
AI/ ML Engineer,1 day ago,Hyqoo,https://www.linkedin.com/company/hyqoocom?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, United States Actively Hiring 9 hours ago",https://www.linkedin.com/jobs/view/ai-ml-engineer-at-hyqoo-3726251536?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=1Kg40HVp816dsitDMy7%2FDg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,"['network', 'solution', 'talent', 'industry', 'platform', 'positions', 'technology', 'context', 'process', 'companies', 'time', 'source', 'engine', 'access', 'clients', 'data', 'hyper', 'market', 'client']",bachelor degree
$1500 Per Task - Data Entry Clerk Admin (Remote) Work From Home,1 day ago,All Things Monadnock,https://www.linkedin.com/company/all-things-monadnock?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 6 hours ago",https://www.linkedin.com/jobs/view/%241500-per-task-data-entry-clerk-admin-remote-work-from-home-at-all-things-monadnock-3728222934?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=0toDxXsZZ0u%2BrEeAh%2BKNnA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,[],high school
$1500 Per Task - Data Entry Clerk Admin (Remote) Work From Home,1 day ago,All Things Monadnock,https://www.linkedin.com/company/all-things-monadnock?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 1 day ago",https://www.linkedin.com/jobs/view/%241500-per-task-data-entry-clerk-admin-remote-work-from-home-at-all-things-monadnock-3727389841?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=JLxXmDs3QjN3n8ThNTjZLA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,[],high school
$1500 Per Task - Data Entry Clerk Admin (Remote) Work From Home,1 day ago,All Things Monadnock,https://www.linkedin.com/company/all-things-monadnock?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 12 hours ago",https://www.linkedin.com/jobs/view/%241500-per-task-data-entry-clerk-admin-remote-work-from-home-at-all-things-monadnock-3727983861?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=v0V%2FBjFleO2BoYlYk9Iy4Q%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,[],high school
$350 Per Task - Data Entry Clerk Admin (Remote) Work From Home,1 day ago,All Things Monadnock,https://www.linkedin.com/company/all-things-monadnock?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 1 day ago",https://www.linkedin.com/jobs/view/%24350-per-task-data-entry-clerk-admin-remote-work-from-home-at-all-things-monadnock-3727392577?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=%2F80LkWu9wD9cg1AVmOSsPQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,[],high school
$350 Per Task - Data Entry Clerk Admin (Remote) Work From Home,1 day ago,All Things Monadnock,https://www.linkedin.com/company/all-things-monadnock?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 1 day ago",https://www.linkedin.com/jobs/view/%24350-per-task-data-entry-clerk-admin-remote-work-from-home-at-all-things-monadnock-3727392585?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=8%2BBmSwXpd33i%2FOtUFCsYxg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,[],high school
$350 Per Task - Data Entry Clerk Admin (Remote) Work From Home,1 day ago,All Things Monadnock,https://www.linkedin.com/company/all-things-monadnock?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 1 day ago",https://www.linkedin.com/jobs/view/%24350-per-task-data-entry-clerk-admin-remote-work-from-home-at-all-things-monadnock-3727392571?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=3Q%2F%2BhXdtMhYrO4MVOXEiDw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,[],high school
$350 Per Task - Data Entry Clerk Admin (Remote) Work From Home,1 day ago,All Things Monadnock,https://www.linkedin.com/company/all-things-monadnock?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 1 day ago",https://www.linkedin.com/jobs/view/%24350-per-task-data-entry-clerk-admin-remote-work-from-home-at-all-things-monadnock-3727388920?refId=gBVZeePU4u0NMQUIEKeJ7w%3D%3D&trackingId=ZqrHW5RvMQ40SokvOixngw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,[],high school
Junior Data Scientist - US,6 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY 2 days ago",https://www.linkedin.com/jobs/view/junior-data-scientist-us-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3728166666?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=ZUHfw47OvhqaRTWt%2F6SvIQ%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
"Data Scientist, Vice President",6 days ago,Cerberus Capital Management,https://www.linkedin.com/company/cerberus-capital-management?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Actively Hiring +7 benefits 3 hours ago",https://www.linkedin.com/jobs/view/data-scientist-vice-president-at-cerberus-capital-management-3729558262?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=DvNucQHQ%2F5bLYFqhH%2BT%2Biw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
Machine Learning Engineer,6 days ago,Plaxonic,https://in.linkedin.com/company/plaxonic?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, United States Actively Hiring 2 hours ago",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-plaxonic-3726291116?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=ITlB43g6LVxSBlpjDrjxkw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"['pipelinesBuild', 'model', 'quality', 'models', 'performance', 'casesBuild', 'science', 'tuning', 'field', 'engineering', 'LLMs', 'embeddings', 'concepts', 'systems', 'experience', 'ways', 'math', 'techniques', 'training', 'advancements', 'methodologies', 'fieldLeadership', 'tune', 'production', 'hyperparameters', 'products', 'leadership']",bachelor degree
Junior Data Scientist Engineer,6 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY 2 days ago",https://www.linkedin.com/jobs/view/junior-data-scientist-engineer-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3728166711?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=pMpM8Xi2628TDzx0eXwlKg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"['backgrounds', 'spreadsheets', 'work', 'vacation', 'mission', 'problems', 'technology', 'deadlines', 'people', 'support', 'world', 'holidays', 'problem', 'organization', 'architecture', 'specs', 'coworkers', 'days401(k', 'thinking']",bachelor degree
Research Assistant,6 days ago,Memorial Sloan Kettering Cancer Center,https://www.linkedin.com/company/memorial-sloan-kettering-cancer-center?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Actively Hiring 1 hour ago",https://www.linkedin.com/jobs/view/research-assistant-at-memorial-sloan-kettering-cancer-center-3680430406?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=S8vDvLFCIzFNBWcRLHHWPw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
Research Data Analyst,6 days ago,"RecruitTalent, LLC.",https://www.linkedin.com/company/recruittalent?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brooklyn, NY Actively Hiring 2 days ago",https://www.linkedin.com/jobs/view/research-data-analyst-at-recruittalent-llc-3727055796?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=9N4ssRBX41AoKWSgVG0r%2BQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"['Years', 'stakeholder', 'environment', 'program']",bachelor degree
Full Stack Web Developer (Entry Level),6 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 9 hours ago",https://www.linkedin.com/jobs/view/full-stack-web-developer-entry-level-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3729475889?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=E9t85KBHEUQfbN8pOoxsxg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"['NoSQL', 'backgrounds', 'work', 'environment', 'vacation', 'love', 'database', 'platform', 'mission', 'problems', 'technology', 'development', 'people', 'portfolio', 'frameworks', 'support', 'world', 'problem', 'organization', 'platforms', 'coworkers', 'days401(k']",bachelor degree
Data Analyst,6 days ago,ASCAP,https://www.linkedin.com/company/ascap?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY 1 day ago",https://www.linkedin.com/jobs/view/data-analyst-at-ascap-3728649924?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=zCZufGO7P2bB3MRHGI90pQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"['meetings', 'year', 'opportunity', 'participation', 'cost', 'planning', 'workplace', 'plans', 'environment', 'accommodations', 'experience', 'tables', 'location', 'decisions', 'candidate', 'program', 'choice', 'slicing', 'disability', 'years', 'individual', 'data', 'race', 'options', 'plan', 'employer', 'providers', 'reasons', 'dataFluent', 'employees', 'need', 'skills', 'optionsPlease', 'vaccination']",bachelor degree
Entry-Level Data Scientist Engineer - US/Canada,6 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 11 hours ago",https://www.linkedin.com/jobs/view/entry-level-data-scientist-engineer-us-canada-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3729459844?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=NvKZ1dmgrKW51Ko20EKjlg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"['mission', 'problems', 'support', 'technology', 'backgrounds', 'world', 'deadlines', 'spreadsheets', 'holidays', 'coworkers', 'work', 'people', 'days401(k', 'vacation', 'problem', 'organization']",bachelor degree
Sr Data Scientist,6 days ago,Consumer Reports,https://www.linkedin.com/company/consumer-reports?trk=public_jobs_jserp-result_job-search-card-subtitle,"Yonkers, NY Be an early applicant 42 minutes ago",https://www.linkedin.com/jobs/view/sr-data-scientist-at-consumer-reports-3726501824?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=3n%2FyEKJWE%2FUzlGAqIaod%2Bg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
ML Engineer - Associate,6 days ago,Deutsche Bank,https://de.linkedin.com/company/deutsche-bank?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Actively Hiring 1 day ago",https://www.linkedin.com/jobs/view/ml-engineer-associate-at-deutsche-bank-3728672337?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=Rv8PiR53zFPUuLrlH5UdaA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,"['sense', 'backgrounds', 'model', 'science', 'work', 'innovation', 'talent', 'efforts', 'salaries', 'environment', 'copy', 'performance', 'algorithms', 'potential', 'machine', 'strive', 'renumeration', 'learning', 'notices', 'poster', 'cultures', 'results', 'perspectives', 'people', 'standards', 'insights', 'frameworks', 'companies', 'information', 'arrangements', 'initiatives', 'factors', 'relationships', 'disability', 'values', 'links', 'harassment', 'data', 'problem', 'views', 'culture', 'employees', 'need', 'applications', 'teams', 'candidates', 'ranges']",bachelor degree
Financial Business Intelligence Analyst,6 days ago,Jameson Legal Tech,https://uk.linkedin.com/company/jameson-legal-tech?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, United States $80,000.00 - $110,000.00 2 hours ago",https://www.linkedin.com/jobs/view/financial-business-intelligence-analyst-at-jameson-legal-tech-3726285308?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=%2BchhwXeFR86AYWNsFQPH%2FA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,"['experience', 'principles', 'grasp', 'Qualifications', 'career', 'firm', 'salary', 'benefits', 'Experience', 'terminology']",bachelor degree
Data Analyst,6 days ago,FinTech LLC,https://www.linkedin.com/company/fintech-llc?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY 1 day ago",https://www.linkedin.com/jobs/view/data-analyst-at-fintech-llc-3724369200?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=Y7G9dXIr3ul1rXT86ahAPA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
Claims Data Specialist,6 days ago,McNeil & Co.,https://www.linkedin.com/company/mcneil-and-company?trk=public_jobs_jserp-result_job-search-card-subtitle,"Cortland, NY 4 days ago",https://www.linkedin.com/jobs/view/claims-data-specialist-at-mcneil-co-3683237494?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=e6OwSstI53R7FHC2qHfoWw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,"['course', 'insurance', 'criteria', 'tasks', 'work', 'potential', 'problems', 'ability', 'alert', 'experience', 'account', 'reports', 'projects', 'openings', 'deliverables', 'emails', 'requests', 'analysis', 'team', 'data', 'colleagues', 'interpretation', 'graphs', 'collaboration', 'skills', 'claim', 'Detail', 'coordination', 'Monitors', 'mindset']",bachelor degree
BI Consulting Data Analyst - Contract to Hire,6 days ago,UX Hires,https://www.linkedin.com/company/ux-hires?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Actively Hiring 6 days ago",https://www.linkedin.com/jobs/view/bi-consulting-data-analyst-contract-to-hire-at-ux-hires-3721955346?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=D4IaE%2FkNNlMNlfEYYQuX0w%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
"Associate Director, Analytics",6 days ago,Havas Media Network,https://www.linkedin.com/company/havas-media-network?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY $120,000.00 - $130,000.00 Be an early applicant 2 hours ago",https://www.linkedin.com/jobs/view/associate-director-analytics-at-havas-media-network-3729577604?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=8U6YpwoFra%2Flr38Xbx%2BRFw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
Medicaid Business/Data Analyst,6 days ago,Sligo Software Solutions Inc.,https://www.linkedin.com/company/sligosoft?trk=public_jobs_jserp-result_job-search-card-subtitle,"Albany, NY 2 days ago",https://www.linkedin.com/jobs/view/medicaid-business-data-analyst-at-sligo-software-solutions-inc-3726841287?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=EAao98y%2FrjtBh7qXuoB%2BBg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
"Lead Director, Data Science ML Platform",6 days ago,CVS Health,https://www.linkedin.com/company/cvshealth?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 2 days ago",https://www.linkedin.com/jobs/view/lead-director-data-science-ml-platform-at-cvs-health-3724300538?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=aLA%2ByXj274NpHSIg4Vjefg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,"['principles', 'PhD', 'work', 'models', 'practices', 'functions', 'offer', 'learn', 'position', 'ability', 'development', 'experience', 'machine', 'prevents', 'roles', 'reports', 'request', 'interpreter', 'structures', 'frameworks', 'throughColleagueRelations@CVSHealth.comIf', 'programs', 'heart', 'shots', 'factors', 'program', 'time', 'accommodation', 'disability', 'business', 'employment', 'partners', 'disabilities', 'role', 'holidays', 'Number', 'colleagues', 'form', 'problem', 'range', 'organization', 'plan', 'communities', 'proof', 'ideas', 'falls', 'reasons', 'one', 'employees', 'individuals', 'policies', 'products', 'status', 'vaccination', 'hiring', 'speech', 'benefits', 'teams', 'Experience']",bachelor degree
Data Analyst,6 days ago,ICONMA,https://www.linkedin.com/company/iconma?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, United States Actively Hiring 1 day ago",https://www.linkedin.com/jobs/view/data-analyst-at-iconma-3725506333?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=QPosc%2BXw%2FwwdKmbP53VKUQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,"['projects', 'responsibilities', 'role', 'skills', 'data', 'sets', 'sources', 'candidate', 'applications', 'information']",bachelor degree
Junior Java Back-End Developer- US/Canada,6 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 4 hours ago",https://www.linkedin.com/jobs/view/junior-java-back-end-developer-us-canada-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3729538043?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=9nbS815rC9iwpHEuB0XCsg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,"['backgrounds', 'technologies', 'opportunity', 'principles', 'work', 'practices', 'vacation', 'platform', 'mission', 'problems', 'technology', 'development', 'people', 'support', 'world', 'versioning', 'problem', 'organization', 'test', 'coworkers', 'days401(k']",bachelor degree
Administrative Assistant / Proofreader,6 days ago,"Future Tech Enterprise, Inc.",https://www.linkedin.com/company/future-tech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Syosset, NY Be an early applicant 2 days ago",https://www.linkedin.com/jobs/view/administrative-assistant-proofreader-at-future-tech-enterprise-inc-3724383302?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=b3kGe75z8HlXdh0%2FECPsnA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,"['modifications', 'tasks', 'investments', 'work', 'filing', 'fun', 'folks', 'Client', 'documents', 'system', 'aerospace', 'ways', 'records', 'salary', 'companies', 'degree', 'factors', 'software', 'files', 'team', 'law', 'jobs', 'calls', 'grammar', 'culture', 'growth', 'cards', 'skills', 'status', 'customers', 'goals', 'job']",high school
Social Media Specialist - Science Education,6 days ago,Avantor,https://www.linkedin.com/company/avantorinc?trk=public_jobs_jserp-result_job-search-card-subtitle,"West Henrietta, NY Be an early applicant 17 minutes ago",https://www.linkedin.com/jobs/view/social-media-specialist-science-education-at-avantor-3729808638?refId=Vy4op0b06u%2Fts%2BJDIPEQeg%3D%3D&trackingId=5P1A3PNXoVbLGvXm71worQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,"['resolution', 'sex', 'list', 'efforts', 'environment', 'events', 'field', 'measurement', 'monitor', 'edit', 'toolsStays', 'classification', 'followers', 'others', 'solicitation', 'pay', 'content', 'accountability', 'employees', 'Opportunity', 'status', 'objectivesCoordinates', 'use', 'position', 'teachers', 'information', 'factors', 'accommodation', 'address', 'aligns', 'team', 'data', 'task', 'inquiries', 'strategy', 'level', 'investment', 'skills', 'email', 'basis', 'coordination', 'technologies', 'performanceSupports', 'work', 'practices', 'communications', 'ability', 'neededManages', 'experience', 'statements', 'location', 'comfort', 'Avantor', '-', 'agencies', 'responsibilities', 'change', 'mining', 'accounts', 'excellent', 'Self', 'preferredExperience', 'duties', 'fee', 'candidates', 'budgetWorks', 'things', 'process', 'results', 'efficiency', 'timelines', 'Ability', 'management', 'desire', 'tools', 'ensure', 'help', 'Passion', 'teams']",bachelor degree
Data Scientist,5 days ago,NPAworldwide,https://www.linkedin.com/company/npa-the-worldwide-recruiting-network?trk=public_jobs_jserp-result_job-search-card-subtitle,"Buffalo, NY Be an early applicant 13 hours ago",https://www.linkedin.com/jobs/view/data-scientist-at-npaworldwide-3726239283?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=Lea6kgxn5aGAYSHQcpTyag%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
Junior Data Scientist - US,5 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY 2 days ago",https://www.linkedin.com/jobs/view/junior-data-scientist-us-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3728166666?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=cnsmwodS7Ee49oOx8v7%2BPw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
"Data Scientist, Vice President",5 days ago,Cerberus Capital Management,https://www.linkedin.com/company/cerberus-capital-management?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Actively Hiring +7 benefits 3 hours ago",https://www.linkedin.com/jobs/view/data-scientist-vice-president-at-cerberus-capital-management-3729558262?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=PyoNMJ6RaLrRJ8EiDdlv6A%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,[],bachelor degree
Machine Learning Engineer,5 days ago,Plaxonic,https://in.linkedin.com/company/plaxonic?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, United States Actively Hiring 2 hours ago",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-plaxonic-3726291116?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=zcEutlNEfrhar2lNF26QVw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"['pipelinesBuild', 'model', 'quality', 'models', 'performance', 'casesBuild', 'science', 'tuning', 'field', 'engineering', 'LLMs', 'embeddings', 'concepts', 'systems', 'experience', 'ways', 'math', 'techniques', 'training', 'advancements', 'methodologies', 'fieldLeadership', 'tune', 'production', 'hyperparameters', 'products', 'leadership']",bachelor degree
Data Analyst 2 - 95087,5 days ago,New York State Department of Health,https://www.linkedin.com/company/nysdoh?trk=public_jobs_jserp-result_job-search-card-subtitle,"Albany, NY 19 hours ago",https://www.linkedin.com/jobs/view/data-analyst-2-95087-at-new-york-state-department-of-health-3729176337?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=o4qdAll49HXNJXSb95%2Fwqw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"['capabilities', 'fields', 'analysts', 'languages', 'performance', 'vision', 'efforts', 'interest', 'vacation', 'leave', 'staff', 'problems', 'experience', 'resources', 'reports', 'Qualifications', 'results', 'visualizations', 'structures', 'package', 'solutions', 'programs', 'patterns', 'repositories', 'dependents', 'years', 'access', 'datasets', 'holidays', 'data', 'outcomes', 'produce', 'vendors', 'methods', 'tests', 'devises', 'conducts', 'tools', 'analyses', 'days', 'sources', 'leadership']",bachelor degree
Junior Data Scientist Engineer,5 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY 2 days ago",https://www.linkedin.com/jobs/view/junior-data-scientist-engineer-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3728166711?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=5V1UZnJ6fJ4Lv5dc1PiX4Q%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,"['backgrounds', 'spreadsheets', 'work', 'vacation', 'mission', 'problems', 'technology', 'deadlines', 'people', 'support', 'world', 'holidays', 'problem', 'organization', 'architecture', 'specs', 'coworkers', 'days401(k', 'thinking']",bachelor degree
Entry Level Data Scientist (Remote),5 days ago,SynergisticIT,https://www.linkedin.com/company/synergisticit?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 5 days ago",https://www.linkedin.com/jobs/view/entry-level-data-scientist-remote-at-synergisticit-3725986490?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=jCfFiBh%2Flu7DS%2Bu1WbZf9w%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,"['projects', 'experience', 'site', 'Project', 'skills', 'gain', 'work', 'clients', 'candidate', 'candidatesplease', 'cycle', 'language', 'enhancement', 'calls', 'communication', 'degree', 'candidates', 'position']",bachelor degree
Data Engineer (Entry Level) - US/Canada,5 days ago,Pattern Learning AI - Career & Tech Recruitment Reimagined!,https://www.linkedin.com/company/careerwithpatternlearning?trk=public_jobs_jserp-result_job-search-card-subtitle,"New York, NY Be an early applicant 9 hours ago",https://www.linkedin.com/jobs/view/data-engineer-entry-level-us-canada-at-pattern-learning-ai-career-tech-recruitment-reimagined%21-3729477483?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=sKCKiJCI5lMzKkgGV8YWVg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,"['backgrounds', 'opportunity', 'life', 'work', 'practices', 'environment', 'vacation', 'love', 'platform', 'mission', 'match', 'problems', 'technology', 'people', 'frameworks', 'support', 'governance', 'world', 'data', 'problem', 'organization', 'platforms', 'skills', 'coworkers', 'days']",bachelor degree
Research Data Analyst,5 days ago,"RecruitTalent, LLC.",https://www.linkedin.com/company/recruittalent?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brooklyn, NY Actively Hiring 2 days ago",https://www.linkedin.com/jobs/view/research-data-analyst-at-recruittalent-llc-3727055796?refId=Ok6ti%2FgrutrzRYBMc7Tsug%3D%3D&trackingId=smxkU5vo%2F4LrARM8nPFK%2Bg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,"['Years', 'stakeholder', 'environment', 'program']",bachelor degree
